name,ansprechpartner_name,ansprechpartner_rolle,adresse,plz,ort,bundesland,bezirk_region,telefon,fax,email,website,google_maps,branche,kategorie,verbrauchspotenzial,datum_gefunden,quell_url
Autolackiererei Oskar Maiwald,,,,42551,Velbert,Nordrhein-Westfalen,Wuppertal,02051-22 56 6,,autolackierereimaiwald@gmx.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Autolackiererei%20Oskar%20Maiwald%20%2042551%20Velbert,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/velbert_autolackiererei_oskar_maiwald.htm
Bies GmbH,,,,40880,Ratingen,Nordrhein-Westfalen,Duesseldorf,02102-47 31 33,,bies-lack@arcor.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Bies%20GmbH%20%2040880%20Ratingen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/ratingen_bies_gmbh.htm
Fahrzeuglackiererei H. Trautwein,,,,70794,Filderstadt,Baden-Wuerttemberg,Stuttgart,0711-7825716,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Fahrzeuglackiererei%20H.%20Trautwein%20%2070794%20Filderstadt,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/filderstadt_fahrzeuglackiererei_h_trautwein.htm
Biber GmbH & Co. KG,,,,85055,Ingolstadt,Bayern,Muenchen,0841-95 49 56,,info@biber-in.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Biber%20GmbH%20%26%20Co.%20KG%20%2085055%20Ingolstadt,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/ingolstadt_biber_gmbh__co_kg.htm
Autolackiererei & Unfallinstandsetzung Lauhoff GmbH & Co. KG,,,,58507,Luedenscheid,Nordrhein-Westfalen,,02351-20 18 4,,info@autolackiererei-lauhoff.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Autolackiererei%20%26%20Unfallinstandsetzung%20Lauhoff%20GmbH%20%26%20Co.%20KG%20%2058507%20Luedenscheid,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/luedenscheid_autolackiererei__unfallinstandsetzung.htm
Aloys Tüns GmbH,,,,49740,Haseluenne,Niedersachsen,Osnabrueck,05961-94 52-0,,info@tuens.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Aloys%20T%C3%BCns%20GmbH%20%2049740%20Haseluenne,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/haseluenne_aloys_tuens_gmbh.htm
Kliewe Autolackiererei GmbH & Co. KG,,,,59269,Beckum,Nordrhein-Westfalen,,02521-37 11,,info@kliewe-beckum.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Kliewe%20Autolackiererei%20GmbH%20%26%20Co.%20KG%20%2059269%20Beckum,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/beckum_kliewe_autolackiererei_gmbh__co_kg.htm
Diebenau KG,,,,22525,Hamburg,Hamburg,Hamburg,040-85 17 14 0,,info@diebenau.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Diebenau%20KG%20%2022525%20Hamburg,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/hamburg_diebenau_kg.htm
Autolackiererei Roland Schlüssel KG,,,,95028,Hof,Bayern,,09281-66 68-0,,info@autolackiererei-schluessel.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Autolackiererei%20Roland%20Schl%C3%BCssel%20KG%20%2095028%20Hof,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/hof_autolackiererei_roland_schluessel_kg.htm
Lackierer Stricker,,,,46537,Dinslaken,Nordrhein-Westfalen,Essen,02064-50 93 1,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lackierer%20Stricker%20%2046537%20Dinslaken,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/dinslaken_lackierer_stricker.htm
Heymann Lack- und Beschichtungs GmbH,,,,44319,Dortmund,Nordrhein-Westfalen,Dortmund,0231-21 94 3,,info@hlk-pulverbeschichtung.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Heymann%20Lack-%20und%20Beschichtungs%20GmbH%20%2044319%20Dortmund,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/dortmund_heymann_lack_und_beschichtungs_gmbh.htm
Hafner GmbH,,,,89231,Neu,Bayern,Ulm,0731-85 02 2,,info@hafner-lack.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Hafner%20GmbH%20%2089231%20Neu,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/neu_ulm_hafner_gmbh.htm
Autolackiererei Kniefert,,,,44628,Herne,Nordrhein-Westfalen,Dortmund,02323-32 09 0,,info@kniefert.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Autolackiererei%20Kniefert%20%2044628%20Herne,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/herne_autolackiererei_kniefert.htm
Lackierfachbetrieb Max zu Eltz,,,,92269,Fensterbach,Bayern,,09438-16 62,,info@zu-eltz.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lackierfachbetrieb%20Max%20zu%20Eltz%20%2092269%20Fensterbach,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/fensterbach_lackierfachbetrieb_max_zu_eltz.htm
Autolackiererei Steinmann,,,,32479,Hille,Nordrhein-Westfalen,Bielefeld,05703-21 88,,info@autolackiererei-steinmann.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Autolackiererei%20Steinmann%20%2032479%20Hille,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/hille_autolackiererei_steinmann.htm
Albert Barutzky GmbH,,,,51491,Overath,Nordrhein-Westfalen,Koeln,02204-97 33 0,,info@identica-barutzky.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Albert%20Barutzky%20GmbH%20%2051491%20Overath,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/overath_albert_barutzky_gmbh.htm
Durst Lackier- und Trocknungsanlagen GmbH,,,,07318,Saalfeld,Thueringen,,03671-45 69 4-0,,service@durst-lackieranlagen.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Durst%20Lackier-%20und%20Trocknungsanlagen%20GmbH%20%2007318%20Saalfeld,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/saalfeld_durst_lackier_und_trocknungsanlagen_gmbh.htm
Heinz Gier GmbH,,,,52078,Aachen,Nordrhein-Westfalen,Aachen,0241-52 00 88,,info@heinzgier.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Heinz%20Gier%20GmbH%20%2052078%20Aachen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/aachen_heinz_gier_gmbh.htm
Werner Hömberger GmbH & Co KG,,,,65604,Elz,Hessen,Wiesbaden,06431-53 65 4,,malerbetrieb-hoemberger@t-online.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Werner%20H%C3%B6mberger%20GmbH%20%26%20Co%20KG%20%2065604%20Elz,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/elz_werner_hoemberger_gmbh__co_kg.htm
Bendig Autolackiererei GmbH,,,,47533,Kleve,Nordrhein-Westfalen,Duisburg,02821-13 72 6,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Bendig%20Autolackiererei%20GmbH%20%2047533%20Kleve,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/kleve_bendig_autolackiererei_gmbh.htm
autolackdoc,,,,40670,Meerbusch,Nordrhein-Westfalen,Duesseldorf,0700-20 40 40 20,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=autolackdoc%20%2040670%20Meerbusch,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/meerbusch_autolackdoc.htm
Hartmut Harder,,,,14778,Roskow,Brandenburg,Berlin/Potsdam,033831-30 23 2,,lack-harder@t-online.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Hartmut%20Harder%20%2014778%20Roskow,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/roskow_hartmut_harder.htm
Ellerbrock GmbH,,,,28816,Stuhr,Bremen,Bremen,0421-87 01 81,,info@ellerbrock-stuhr.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Ellerbrock%20GmbH%20%2028816%20Stuhr,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/stuhr_ellerbrock_gmbh.htm
Feidal Lackfabrik GmbH & Co. KG,,,,47805,Krefeld,Nordrhein-Westfalen,Duisburg,02151-51 02 0,,info@kr-feidallack.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Feidal%20Lackfabrik%20GmbH%20%26%20Co.%20KG%20%2047805%20Krefeld,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/krefeld_feidal_lackfabrik_gmbh__co_kg.htm
Teufel Ralf GmbH,,,,77815,Buehl,Baden-Wuerttemberg,,07223-23 21 1,,info@lackierteufel.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Teufel%20Ralf%20GmbH%20%2077815%20Buehl,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/buehl_teufel_ralf_gmbh.htm
TECLAC Werner GmbH,,,,36041,Fulda,Hessen,,0661-83 01-0,,info@teclac.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=TECLAC%20Werner%20GmbH%20%2036041%20Fulda,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/fulda_teclac_werner_gmbh.htm
Burchert © GmbH,,,,47906,Kempen,Nordrhein-Westfalen,Duisburg,02152-89 41 6-0,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Burchert%20%C2%A9%20GmbH%20%2047906%20Kempen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/kempen_burchert__gmbh.htm
Bartsch Autolackierung GmbH,,,,22761,Hamburg,Hamburg,Hamburg,040-850 37-87,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Bartsch%20Autolackierung%20GmbH%20%2022761%20Hamburg,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/hamburg_bartsch_autolackierung_gmbh.htm
Autolackiererei Handel,,,,71573,Allmersbach,Baden-Wuerttemberg,Stuttgart,07191-58 90 9,,kontakt@autolackiererei-handel.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Autolackiererei%20Handel%20%2071573%20Allmersbach,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/allmersbach_im_tal_autolackiererei_handel.htm
Günter Kloubert GmbH,,,,52068,Aachen,Nordrhein-Westfalen,Aachen,0241-16 58 88,,info@guenter-kloubert.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=G%C3%BCnter%20Kloubert%20GmbH%20%2052068%20Aachen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/aachen_guenter_kloubert_gmbh.htm
Karosseriebau Kölz GmbH,,,,78087,Moenchweiler,Baden-Wuerttemberg,,07721-71 59 7,,info@karosseriebau-koelz.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Karosseriebau%20K%C3%B6lz%20GmbH%20%2078087%20Moenchweiler,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/moenchweiler_karosseriebau_koelz_gmbh.htm
Kube GmbH,,,,87616,Marktoberdorf,Bayern,Kempten,08342-96 75-0,,info@kube-gmbh.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Kube%20GmbH%20%2087616%20Marktoberdorf,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/marktoberdorf_kube_gmbh.htm
Lackierzentrum Reichenbach GmbH,,,,08468,Reichenbach,Sachsen,,03765-30 90-850,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lackierzentrum%20Reichenbach%20GmbH%20%2008468%20Reichenbach,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/reichenbach_vogtland_lackierzentrum_reichenbach_gm.htm
Klaus Berning,,,,49811,Lingen,Niedersachsen,Osnabrueck,0591-97 39 0-0,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Klaus%20Berning%20%2049811%20Lingen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/lingen_klaus_berning.htm
Brunner GmbH,,,,63811,Stockstadt,Hessen,Frankfurt/Offenbach,06027-40 51 0-0,,info@brunnergmbh.com,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Brunner%20GmbH%20%2063811%20Stockstadt,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/stockstadt_am_main_brunner_gmbh.htm
Schäffler GmbH,,,,86857,Hurlach,Bayern,Augsburg,08248-360,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Sch%C3%A4ffler%20GmbH%20%2086857%20Hurlach,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/hurlach_schaeffler_gmbh.htm
RoPa GmbH,,,,12683,Berlin,Berlin,Berlin,030-56 17 01 2,,infomail@ropa-gmbh.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=RoPa%20GmbH%20%2012683%20Berlin,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/berlin_ropa_gmbh.htm
Kühnert Pulverlackierungen GmbH,,,,64589,Stockstadt,Hessen,Darmstadt,06158-99 08-0,,info@kpl-gmbh.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=K%C3%BChnert%20Pulverlackierungen%20GmbH%20%2064589%20Stockstadt,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/stockstadt_am_rhein_kuehnert_pulverlackierungen_gm.htm
Lackierwerk Lenzhard AG,,,,,Lenzburg,,,+41-(0)62-885 37 60,,info@lackierwerk-lenzhard.ch,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lackierwerk%20Lenzhard%20AG%20%20%20Lenzburg,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/lenzburg_lackierwerk_lenzhard_ag.htm
Paint-Styling AG,,,,,Dallenwil,,,+41-(0)41 629 75 00,,info@paintstyling.ch,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Paint-Styling%20AG%20%20%20Dallenwil,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/dallenwil_paint_styling_ag.htm
Schlegel Lackierwerk AG,,,,,Rorschacherberg,,,+41-(0)71 844 58 80,,info@schlegel-lackierwerk.ch,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Schlegel%20Lackierwerk%20AG%20%20%20Rorschacherberg,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/rorschacherberg_schlegel_lackierwerk_ag.htm
Stoz GmbH,,,,72108,Rottenburg,Baden-Wuerttemberg,Tuebingen,07457-94 45-0,,info@stoz.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Stoz%20GmbH%20%2072108%20Rottenburg,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/rottenburg_am_neckar_stoz_gmbh.htm
Lackierwerk Sirnach AG,,,,,Sirnach,,,+41-(0)71 966 44 76,,lackierwerk@lackierwerk.ch,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lackierwerk%20Sirnach%20AG%20%20%20Sirnach,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/sirnach_lackierwerk_sirnach_ag.htm
Maurer AG,,,,,Buchs,,,+41-(0)62 837 57 37,,mail@maurer-ag.ch,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Maurer%20AG%20%20%20Buchs,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/buchs___aarau_maurer_ag.htm
Rudolf Maurer AG,,,,,Gontenschwil,,,+41-(0)62 773 16 83,,info@rudolf-maurer-ag.ch,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Rudolf%20Maurer%20AG%20%20%20Gontenschwil,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/gontenschwil_rudolf_maurer_ag.htm
Industrie und Lack Scholz e.K.,,,,48249,Duelmen,Nordrhein-Westfalen,Muenster,02590-53 2,,info@scholz-duelmen.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Industrie%20und%20Lack%20Scholz%20e.K.%20%2048249%20Duelmen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/duelmen_industrie_und_lack_scholz_e_k_.htm
Lenzen & Reinardy GmbH,,,,41751,Viersen,Nordrhein-Westfalen,Duesseldorf,02162-40 42 2,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lenzen%20%26%20Reinardy%20GmbH%20%2041751%20Viersen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/viersen_lenzen__reinardy_gmbh.htm
Ludwig Reisinger GmbH,,,,93149,Nittenau,Bayern,Regensburg,09436-94 22-0,,info@reisinger-gmbh.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Ludwig%20Reisinger%20GmbH%20%2093149%20Nittenau,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/nittenau_ludwig_reisinger_gmbh.htm
Lackierzentrum Trauntal,,,,08621,Stein,Sachsen,,08621-26 72,,info@lackierzentrum-trauntal.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lackierzentrum%20Trauntal%20%2008621%20Stein,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/stein_an_der_traun_lackierzentrum_trauntal.htm
Krutsche GmbH,,,,75242,Neuhausen,Baden-Wuerttemberg,,07234-72 57,,info@krutsche.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Krutsche%20GmbH%20%2075242%20Neuhausen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/neuhausen_krutsche_gmbh.htm
Lackierbetrieb W. Beer GmbH,,,,86956,Schongau,Bayern,Augsburg,08861-23 43-0,,info@lackierbetrieb-beer.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lackierbetrieb%20W.%20Beer%20GmbH%20%2086956%20Schongau,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/schongau_lackierbetrieb_w_beer_gmbh.htm
Lackiererei Werner Helbig GmbH,,,,06526,Sangerhausen,Sachsen-Anhalt,Halle,03464-61 10-05,,info@lackiererei-helbig.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lackiererei%20Werner%20Helbig%20GmbH%20%2006526%20Sangerhausen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/sangerhausen_lackiererei_werner_helbig_gmbh.htm
Schweitzer Kurt Industrielackierungen GmbH,,,,35606,Solms,Hessen,Marburg,06442-94 24-0,,info@schweitzer-lackierungen.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Schweitzer%20Kurt%20Industrielackierungen%20GmbH%20%2035606%20Solms,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/solms_schweitzer_kurt_industrielackierungen_gmbh.htm
Rubel GmbH,,,,52372,Kreuzau,Nordrhein-Westfalen,Aachen,02421-52 03 4,,info@rubel-gmbh.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Rubel%20GmbH%20%2052372%20Kreuzau,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/kreuzau_rubel_gmbh.htm
Peters Lackierungen,,,,33034,Brakel,Nordrhein-Westfalen,Bielefeld,05272-37 16-0,,k.peters@peters-lackierungen.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Peters%20Lackierungen%20%2033034%20Brakel,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/brakel_peters_lackierungen.htm
Bretschneider GmbH,,,,56651,Niederzissen,Rheinland-Pfalz,Koblenz,02636-80 17 1,,info@bretschneider-lack.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Bretschneider%20GmbH%20%2056651%20Niederzissen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/niederzissen_bretschneider_gmbh.htm
Günther Billes Lackierfachbetrieb,,,,89520,Heidenheim,Bayern,Ulm,07321-61 11 5,,info@lackiererei-heidenheim.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=G%C3%BCnther%20Billes%20Lackierfachbetrieb%20%2089520%20Heidenheim,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/heidenheim_guenther_billes_lackierfachbetrieb.htm
Lorenz Lackierungen GmbH & Co. KG,,,,39218,Schoenebeck,Sachsen-Anhalt,Magdeburg,03928-84 27 75,,info@lackierungenlorenz.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Lorenz%20Lackierungen%20GmbH%20%26%20Co.%20KG%20%2039218%20Schoenebeck,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/schoenebeck_elbe_lorenz_lackierungen_gmbh__co_kg.htm
Burkard Botzem Industrielackierung & Pulverbeschichtung,,,,63755,Alzenau,Hessen,Frankfurt/Offenbach,06023-55 59,,,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Burkard%20Botzem%20Industrielackierung%20%26%20Pulverbeschichtung%20%2063755%20Alzenau,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/alzenau_burkard_botzem_industrielackierung__pulver.htm
Richter GmbH,,,,51381,Leverkusen,Nordrhein-Westfalen,Koeln,02171-80 05 0,,info@richter-leverkusen.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Richter%20GmbH%20%2051381%20Leverkusen,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/leverkusen_richter_gmbh.htm
Wendeling GmbH & Co. KG  Karosserie- und Lackierfachbetrieb,,,,47800,Krefeld,Nordrhein-Westfalen,Duisburg,02151-54 28 24,,info@wendeling.de,http://www.Lackierereien.net,https://www.google.com/maps/search/?api=1&query=Wendeling%20GmbH%20%26%20Co.%20KG%20%20Karosserie-%20und%20Lackierfachbetrieb%20%2047800%20Krefeld,Lackiererei,Oberflaechentechnik,Hoch 500k-1 Mio kWh,2026-02-24,http://www.lackierereien.net/firmen/krefeld_wendeling_gmbh__co_kg_karosserie_und_lacki.htm
KNUTH Werkzeugmaschinen GmbH,,,,24647,Wasbek,Schleswig-Holstein,Kiel,04321-60 9-0,,info@knuth.de,http://www.Maschinen.de,https://www.google.com/maps/search/?api=1&query=KNUTH%20Werkzeugmaschinen%20GmbH%20%2024647%20Wasbek,Blechbearbeitung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,https://www.maschinen.de/firmen/wasbek_knuth_werkzeugmaschinen_gmbh.htm
TRUMPF SE + Co. KG,,Geschaeftsfuehrer,,71254,Ditzingen,Baden-Wuerttemberg,Stuttgart,07156-30 3-0,,info@de.trumpf.com,http://www.Blechbearbeitung.com,https://www.google.com/maps/search/?api=1&query=TRUMPF%20SE%20%2B%20Co.%20KG%20%2071254%20Ditzingen,Blechbearbeitung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.blechbearbeitung.com/firmen/ditzingen_trumpf_se__co_kg.htm
Eisen + Stahl Service Center GmbH,,,,68199,Mannheim,Baden-Wuerttemberg,Mannheim,0621-86 00 11-0,,info@eisen-stahl.de,http://www.Stahlhandel.de,https://www.google.com/maps/search/?api=1&query=Eisen%20%2B%20Stahl%20Service%20Center%20GmbH%20%2068199%20Mannheim,Blechbearbeitung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,https://www.stahlhandel.de//firmen/mannheim_eisen__stahl_service_center_gmbh.htm
HEIBI-Metall Birmann GmbH,,,,91626,Schopfloch,Bayern,Nuernberg,09857-70 9-0,,info@heibi-metall.de,http://www.Blechbearbeitung.com,https://www.google.com/maps/search/?api=1&query=HEIBI-Metall%20Birmann%20GmbH%20%2091626%20Schopfloch,Blechbearbeitung,Metallverarbeitung,Hoch 500k-1 Mio kWh,2026-02-24,http://www.blechbearbeitung.com/firmen/schopfloch_heibi_metall_birmann_gmbh.htm
